Username,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,Risk,Loyalty_Segment,Risk_Code,Loyalty_Code
didle,6,3,3,3,2,1,321,6,Green,Casual Players,1,0
diefast01,1,4,450,4,3,2,432,9,Green,Casual Players,1,0
diemtran,15,8,8393,3,3,4,334,10,Amber,Casual Players,2,0
dig06149,1,2,833,4,2,2,422,8,Green,New,1,1
digital01,3,1,50,4,1,1,411,6,Green,New,1,1
dika1619,39,7,1126,1,3,3,133,7,Amber,Casual Players,2,0
dim1983,2,40,7740,4,4,4,444,12,Green,VIP,1,3
dim4659,22,40,780,2,4,2,242,8,Green,Casual Players,1,0
dima00888,11,4,111,3,3,2,332,8,Green,Casual Players,1,0
dima1992,15,5,386,3,3,2,332,8,Green,Casual Players,1,0
dimaklas,12,5,5,3,3,1,331,7,Green,Casual Players,1,0
dimitripretenkov,38,2,3000,1,2,3,123,6,Green,Casual Players,1,0
dimka69,29,2,28,1,2,1,121,4,Green,Casual Players,1,0
dimon1001,4,12,13121,4,4,4,444,12,Green,VIP,1,3
dimon65,7,1,2,3,1,1,311,5,Green,Casual Players,1,0
dipankar,27,4,1240,2,3,3,233,8,Amber,Casual Players,2,0
directly,30,3,10200,1,2,4,124,7,Green,Casual Players,1,0
dirtyhard69,12,1,400,3,1,2,312,6,Green,Casual Players,1,0
diseasedlogic,10,1,11,3,1,1,311,5,Green,Casual Players,1,0
divesix,9,2,28555,3,2,4,324,9,Green,Casual Players,1,0
diwarajp,1,2,505,4,2,2,422,8,Green,New,1,1
dizzle,20,4,30500,2,3,4,234,9,Amber,Casual Players,2,0
djalex53907,17,15,5221,2,4,3,243,9,Amber,Casual Players,2,0
djavoi,30,84,1072,1,4,3,143,8,Amber,Casual Players,2,0
djbax,29,1,714,1,1,2,112,4,Green,Casual Players,1,0
djdeathsensei,17,6,38500,2,3,4,234,9,Amber,Casual Players,2,0
djsuki,4,1,392,4,1,2,412,7,Green,New,1,1
djwls8520,33,2,5999,1,2,4,124,7,Green,Casual Players,1,0
dksnjr,41,1,280,1,1,2,112,4,Green,Casual Players,1,0
dldam221,1,5,97,4,3,1,431,8,Green,Casual Players,1,0
dlrjsdn1,23,1,20,2,1,1,211,4,Green,Casual Players,1,0
dmitrij08,3,32,21777,4,4,4,444,12,Green,VIP,1,3
dmitry163ns,16,107,35473,2,4,4,244,10,Red,Casual Players,3,0
dmk4,29,1,19,1,1,1,111,3,Green,Casual Players,1,0
dmp379,32,3,7,1,2,1,121,4,Green,Casual Players,1,0
doggodog,6,1,1,3,1,1,311,5,Green,Casual Players,1,0
doke,27,9,3685,2,3,3,233,8,Amber,Casual Players,2,0
dolik0123456,37,4,257,1,3,2,132,6,Green,Casual Players,1,0
dom,38,1,10358,1,1,4,114,6,Green,Casual Players,1,0
domse_,17,25,47004,2,4,4,244,10,Red,Casual Players,3,0
don_president,31,2,17996,1,2,4,124,7,Green,Casual Players,1,0
donbrytx,31,1,2000,1,1,3,113,5,Green,Casual Players,1,0
doncamatic,9,11,2868,3,4,3,343,10,Amber,Loyal Customers,2,2
dong2x,17,5,400,2,3,2,232,7,Green,Casual Players,1,0
donkeyramp,12,2,13575,3,2,4,324,9,Green,Casual Players,1,0
donmoney,35,2,15,1,2,1,121,4,Green,Casual Players,1,0
dontbustbro,19,12,22760,2,4,4,244,10,Red,Casual Players,3,0
doublebitcoins,28,1,459,2,1,2,212,5,Green,Casual Players,1,0
dougrosa,4,16,1427,4,4,3,443,11,Green,Loyal Customers,1,2
douknow,14,36,469535,3,4,4,344,11,Amber,Loyal Customers,2,2
dovi,25,3,7048,2,2,4,224,8,Green,Casual Players,1,0
drampelt,4,3,54,4,2,1,421,7,Green,New,1,1
drgankt,18,2,3000,2,2,3,223,7,Green,Casual Players,1,0
drizzle22,16,1,50,2,1,1,211,4,Green,Casual Players,1,0
drmaxik,9,42,151616,3,4,4,344,11,Amber,Loyal Customers,2,2
drone,1,34,1119,4,4,3,443,11,Green,Loyal Customers,1,2
drosanx,40,3,4,1,2,1,121,4,Green,Casual Players,1,0
drs9,1,164,1388,4,4,3,443,11,Green,Loyal Customers,1,2
drsv,1,191,1680,4,4,3,443,11,Green,Loyal Customers,1,2
drusha2006,1,177,919,4,4,3,443,11,Green,Loyal Customers,1,2
dsasns011,22,4,46,2,3,1,231,6,Green,Casual Players,1,0
dsliesrn,34,3,173,1,2,2,122,5,Green,Casual Players,1,0
dslkfjiodsf,4,1,206,4,1,2,412,7,Green,New,1,1
dubovskii740,1,17,185,4,4,2,442,10,Green,Loyal Customers,1,2
ducmen68,27,6,41,2,3,1,231,6,Green,Casual Players,1,0
duftonbond,12,1,2000,3,1,3,313,7,Green,Casual Players,1,0
dusmar,9,14,1276,3,4,3,343,10,Amber,Loyal Customers,2,2
dusterbutt,9,13,2698,3,4,3,343,10,Amber,Loyal Customers,2,2
duy12,10,1,50000,3,1,4,314,8,Green,Casual Players,1,0
duyenxinh,8,6,143,3,3,2,332,8,Green,Casual Players,1,0
dyatlov,2,15,372,4,4,2,442,10,Green,Loyal Customers,1,2
dylan465,37,4,4200,1,3,3,133,7,Amber,Casual Players,2,0
dylanscholten123,9,2,500,3,2,2,322,7,Green,Casual Players,1,0
e30e30,12,1,2,3,1,1,311,5,Green,Casual Players,1,0
eSTAG,41,1,14000,1,1,4,114,6,Green,Casual Players,1,0
eatbeefgoham,22,29,131752,2,4,4,244,10,Red,Casual Players,3,0
ebarry7,11,1,100,3,1,1,311,5,Green,Casual Players,1,0
ebolate11,33,4,12,1,3,1,131,5,Green,Casual Players,1,0
ebra3,25,2,12,2,2,1,221,5,Green,Casual Players,1,0
echoblare,38,9,946,1,3,3,133,7,Amber,Casual Players,2,0
eckflf17,26,10,5280,2,3,3,233,8,Amber,Casual Players,2,0
edanbit,16,2,1899,2,2,3,223,7,Green,Casual Players,1,0
edbit,1,11,47480,4,4,4,444,12,Green,VIP,1,3
editbs,30,35,1487,1,4,3,143,8,Amber,Casual Players,2,0
edwardteach,24,24,22292,2,4,4,244,10,Red,Casual Players,3,0
edwardteach2,24,17,8619,2,4,4,244,10,Red,Casual Players,3,0
eething,7,2,30,3,2,1,321,6,Green,Casual Players,1,0
effectsdx,28,76,1045,2,4,3,243,9,Amber,Casual Players,2,0
eheodlf1223,32,1,1,1,1,1,111,3,Green,Casual Players,1,0
ehswhaEkwk,36,1,500,1,1,2,112,4,Green,Casual Players,1,0
ekaterinkaas,40,1,19,1,1,1,111,3,Green,Casual Players,1,0
el_escobar,2,1,50000,4,1,4,414,9,Green,New,1,1
eldochf,22,1,1000,2,1,3,213,6,Green,Casual Players,1,0
elen77,12,34,4747,3,4,3,343,10,Amber,Loyal Customers,2,2
elena22,2,6,345,4,3,2,432,9,Green,Casual Players,1,0
elena2711,8,3,510,3,2,2,322,7,Green,Casual Players,1,0
elena98hp1,26,43,1432,2,4,3,243,9,Amber,Casual Players,2,0
eliecoop,30,1,50,1,1,1,111,3,Green,Casual Players,1,0
elijawn,29,1,1500,1,1,3,113,5,Green,Casual Players,1,0
elmo07,7,2,16,3,2,1,321,6,Green,Casual Players,1,0
elpichi,26,2,260,2,2,2,222,6,Green,Casual Players,1,0
emerich78,11,6,7330,3,3,4,334,10,Amber,Casual Players,2,0
emiiii,19,1,101,2,1,2,212,5,Green,Casual Players,1,0
emotions,8,1,4,3,1,1,311,5,Green,Casual Players,1,0
emuach,8,4,174,3,3,2,332,8,Green,Casual Players,1,0
endlessloop,4,6,524,4,3,2,432,9,Green,Casual Players,1,0
endthegd,14,1,1000,3,1,3,313,7,Green,Casual Players,1,0
enissay_z,3,7,18,4,3,1,431,8,Green,Casual Players,1,0
enjoi45,9,2,400,3,2,2,322,7,Green,Casual Players,1,0
enmitylol,21,1,300,2,1,2,212,5,Green,Casual Players,1,0
entora,5,4,50600,4,3,4,434,11,Green,Casual Players,1,0
envisiOn,9,43,6259,3,4,4,344,11,Amber,Loyal Customers,2,2
eodyd123,19,49,37317,2,4,4,244,10,Red,Casual Players,3,0
era_irishka,16,1,70,2,1,1,211,4,Green,Casual Players,1,0
erfan33tf,17,7,12000,2,3,4,234,9,Amber,Casual Players,2,0
erfan44tf,12,6,2180,3,3,3,333,9,Amber,Casual Players,2,0
esjogren110,27,4,1836,2,3,3,233,8,Amber,Casual Players,2,0
ethanmcqueen_,10,1,500,3,1,2,312,6,Green,Casual Players,1,0
eva22,2,90,3769,4,4,3,443,11,Green,Loyal Customers,1,2
evgeni,25,2,30,2,2,1,221,5,Green,Casual Players,1,0
evgeniy267,9,8,175,3,3,2,332,8,Green,Casual Players,1,0
evgeny1976,12,83,4264,3,4,3,343,10,Amber,Loyal Customers,2,2
evgsergej,1,8,472,4,3,2,432,9,Green,Casual Players,1,0
evilb,38,1,3015,1,1,3,113,5,Green,Casual Players,1,0
excutive73,1,4,2600,4,3,3,433,10,Green,Casual Players,1,0
expert_beggar,31,1,2,1,1,1,111,3,Green,Casual Players,1,0
exsource,4,16,36557,4,4,4,444,12,Green,VIP,1,3
ezekiel123,2,8,31500,4,3,4,434,11,Green,Casual Players,1,0
f4ith01,3,1,50,4,1,1,411,6,Green,New,1,1
f_08,11,12,17055,3,4,4,344,11,Amber,Loyal Customers,2,2
fabianalima,17,17,67744,2,4,4,244,10,Red,Casual Players,3,0
fainteckos,9,11,475,3,4,2,342,9,Green,Loyal Customers,1,2
fakemeupbro,13,1,1000,3,1,3,313,7,Green,Casual Players,1,0
faktorial84,5,22,37211,4,4,4,444,12,Green,VIP,1,3
falakay,37,7,20,1,3,1,131,5,Green,Casual Players,1,0
faqyoutom,24,31,6665,2,4,4,244,10,Red,Casual Players,3,0
far2012,21,2,3,2,2,1,221,5,Green,Casual Players,1,0
faroech,11,7,69911,3,3,4,334,10,Amber,Casual Players,2,0
fasnea_incandaia,4,2,698,4,2,2,422,8,Green,New,1,1
fatbigcat,36,1,1000,1,1,3,113,5,Green,Casual Players,1,0
fatbigcow,35,3,3100,1,2,3,123,6,Green,Casual Players,1,0
fatboy,38,5,1291,1,3,3,133,7,Amber,Casual Players,2,0
fatehgar121,7,3,9,3,2,1,321,6,Green,Casual Players,1,0
fatihakif,23,27,474,2,4,2,242,8,Green,Casual Players,1,0
fatixow,25,6,2890,2,3,3,233,8,Amber,Casual Players,2,0
fauzisz123,37,1,1,1,1,1,111,3,Green,Casual Players,1,0
faxacillo,20,3,30000,2,2,4,224,8,Green,Casual Players,1,0
faye15,38,3,1100,1,2,3,123,6,Green,Casual Players,1,0
fbenitez316,32,3,80,1,2,1,121,4,Green,Casual Players,1,0
fboy,1,116,1923,4,4,3,443,11,Green,Loyal Customers,1,2
fd46hg5rt,33,27,16341,1,4,4,144,9,Red,Casual Players,3,0
fdjpz,5,2,3,4,2,1,421,7,Green,New,1,1
fearless985,4,7,348,4,3,2,432,9,Green,Casual Players,1,0
fede98,23,1,4000,2,1,3,213,6,Green,Casual Players,1,0
feebme,27,3,105,2,2,2,222,6,Green,Casual Players,1,0
feelyah07,25,1,100,2,1,1,211,4,Green,Casual Players,1,0
fenderger,28,60,1166,2,4,3,243,9,Amber,Casual Players,2,0
fenisha,1,13,1757,4,4,3,443,11,Green,Loyal Customers,1,2
fennec420,5,28,4166,4,4,3,443,11,Green,Loyal Customers,1,2
feriloco,16,9,4432,2,3,3,233,8,Amber,Casual Players,2,0
feruell,23,2,1370,2,2,3,223,7,Green,Casual Players,1,0
ff999,37,6,68,1,3,1,131,5,Green,Casual Players,1,0
fgj7,3,1,100,4,1,1,411,6,Green,New,1,1
fgsinger,4,21,50101,4,4,4,444,12,Green,VIP,1,3
fight_er,9,3,28909,3,2,4,324,9,Green,Casual Players,1,0
filbern26,14,2,2,3,2,1,321,6,Green,Casual Players,1,0
filippovua,9,1,1,3,1,1,311,5,Green,Casual Players,1,0
fillthecat,6,1,25,3,1,1,311,5,Green,Casual Players,1,0
fingerscrossed,8,3,2102,3,2,3,323,8,Green,Casual Players,1,0
finov,1,4,4,4,3,1,431,8,Green,Casual Players,1,0
fishingjack,13,11,565,3,4,2,342,9,Green,Loyal Customers,1,2
fishking2,12,4,1674,3,3,3,333,9,Amber,Casual Players,2,0
flakon,8,4,4134,3,3,3,333,9,Amber,Casual Players,2,0
florida1337,34,2,539,1,2,2,122,5,Green,Casual Players,1,0
flossin,21,3,53022,2,2,4,224,8,Green,Casual Players,1,0
flounderxl,1,7,39,4,3,1,431,8,Green,Casual Players,1,0
flow,11,11,7378,3,4,4,344,11,Amber,Loyal Customers,2,2
fluffydog,5,26,4238,4,4,3,443,11,Green,Loyal Customers,1,2
fluxxy,1,58,733179,4,4,4,444,12,Green,VIP,1,3
forcefacts,27,3,2800,2,2,3,223,7,Green,Casual Players,1,0
forealdo1,1,50,736,4,4,2,442,10,Green,Loyal Customers,1,2
forknifexd,6,1,6905,3,1,4,314,8,Green,Casual Players,1,0
fortunateee,18,1,1000,2,1,3,213,6,Green,Casual Players,1,0
fotos,22,3,160,2,2,2,222,6,Green,Casual Players,1,0
foxmlg,20,22,915,2,4,3,243,9,Amber,Casual Players,2,0
francoterra,20,1,1,2,1,1,211,4,Green,Casual Players,1,0
freakts,15,1,500,3,1,2,312,6,Green,Casual Players,1,0
freonjake,31,2,3,1,2,1,121,4,Green,Casual Players,1,0
freshman,1,23,922,4,4,3,443,11,Green,Loyal Customers,1,2
froxx,33,6,465,1,3,2,132,6,Green,Casual Players,1,0
froza,26,2,30,2,2,1,221,5,Green,Casual Players,1,0
frugativisub,3,4,1092,4,3,3,433,10,Green,Casual Players,1,0
frylov20,4,63,1726,4,4,3,443,11,Green,Loyal Customers,1,2
ft7uyphcc,17,3,43,2,2,1,221,5,Green,Casual Players,1,0
ftor,38,1,13,1,1,1,111,3,Green,Casual Players,1,0
fuarm,32,8,59,1,3,1,131,5,Green,Casual Players,1,0
fucbreh,25,1,800,2,1,2,212,5,Green,Casual Players,1,0
fullring,5,12,4082,4,4,3,443,11,Green,Loyal Customers,1,2
funxta,37,24,144,1,4,2,142,7,Green,Casual Players,1,0
futzco,7,54,6215,3,4,4,344,11,Amber,Loyal Customers,2,2
fuxionando,17,6,360,2,3,2,232,7,Green,Casual Players,1,0
fylhtq075,8,2,30,3,2,1,321,6,Green,Casual Players,1,0
g0dm00d,5,1,1500,4,1,3,413,8,Green,New,1,1
g0dsmakecash,8,1,5000,3,1,3,313,7,Green,Casual Players,1,0
gabar,27,3,20,2,2,1,221,5,Green,Casual Players,1,0
gacode,10,1,100,3,1,1,311,5,Green,Casual Players,1,0
gadeliusa,26,1,300,2,1,2,212,5,Green,Casual Players,1,0
gaibspro,3,7,198,4,3,2,432,9,Green,Casual Players,1,0
gaining,29,2,2555,1,2,3,123,6,Green,Casual Players,1,0
galina188201,4,2,100,4,2,1,421,7,Green,New,1,1
gamble4durgz,7,1,3,3,1,1,311,5,Green,Casual Players,1,0
gamblingbad,25,2,2000,2,2,3,223,7,Green,Casual Players,1,0
gambo,26,2,4,2,2,1,221,5,Green,Casual Players,1,0
gangsal,19,8,11634,2,3,4,234,9,Amber,Casual Players,2,0
gares,2,2,48,4,2,1,421,7,Green,New,1,1
garrygarry,4,9,277,4,3,2,432,9,Green,Casual Players,1,0
gasiev,8,1,400,3,1,2,312,6,Green,Casual Players,1,0
gate505,22,1,6090,2,1,4,214,7,Green,Casual Players,1,0
gebriel,11,3,31301,3,2,4,324,9,Green,Casual Players,1,0
geksss,1,41,813,4,4,2,442,10,Green,Loyal Customers,1,2
gelo05,20,6,850,2,3,2,232,7,Green,Casual Players,1,0
gelonis,5,6,67,4,3,1,431,8,Green,Casual Players,1,0
generics,29,1,4000,1,1,3,113,5,Green,Casual Players,1,0
genext_viking,1,3,102,4,2,2,422,8,Green,New,1,1
genio_speciale,15,1,1000,3,1,3,313,7,Green,Casual Players,1,0
georgebushishere,23,2,3900,2,2,3,223,7,Green,Casual Players,1,0
gerasrocha,39,1,4009,1,1,3,113,5,Green,Casual Players,1,0
gezeh18,33,1,7,1,1,1,111,3,Green,Casual Players,1,0
ggmz,3,4,1080,4,3,3,433,10,Green,Casual Players,1,0
ghaghan,1,6,200850,4,3,4,434,11,Green,Casual Players,1,0
ghdtns888,4,1,24,4,1,1,411,6,Green,New,1,1
ghetys,41,1,3,1,1,1,111,3,Green,Casual Players,1,0
ghostTW123,6,20,20352,3,4,4,344,11,Amber,Loyal Customers,2,2
ghounit,1,23,19949,4,4,4,444,12,Green,VIP,1,3
gialong,16,24,26381,2,4,4,244,10,Red,Casual Players,3,0
gialong168,5,46,130271,4,4,4,444,12,Green,VIP,1,3
giamia,22,1,100,2,1,1,211,4,Green,Casual Players,1,0
gianmarco,40,1,10,1,1,1,111,3,Green,Casual Players,1,0
gigsha130,31,1,10,1,1,1,111,3,Green,Casual Players,1,0
ginno44,36,13,3967,1,4,3,143,8,Amber,Casual Players,2,0
givesMeWings,8,3,2021,3,2,3,323,8,Green,Casual Players,1,0
gixxer,16,3,3,2,2,1,221,5,Green,Casual Players,1,0
gluk,41,2,17,1,2,1,121,4,Green,Casual Players,1,0
gmailcom,34,6,1227,1,3,3,133,7,Amber,Casual Players,2,0
go123,38,11,25,1,4,1,141,6,Green,Casual Players,1,0
gogo5,1,166,906,4,4,3,443,11,Green,Loyal Customers,1,2
gogoing,19,4,700,2,3,2,232,7,Green,Casual Players,1,0
goheldhruv879,31,2,46000,1,2,4,124,7,Green,Casual Players,1,0
goldilocks,17,1,8974,2,1,4,214,7,Green,Casual Players,1,0
goldman1,3,12,2146508,4,4,4,444,12,Green,VIP,1,3
golog,25,2,60,2,2,1,221,5,Green,Casual Players,1,0
golu,4,19,3210,4,4,3,443,11,Green,Loyal Customers,1,2
gomo,4,3,6000,4,2,4,424,10,Green,New,1,1
goosin2000,14,19,4469000,3,4,4,344,11,Amber,Loyal Customers,2,2
gosha3000,14,27,641,3,4,2,342,9,Green,Loyal Customers,1,2
gostate6952,11,3,17000,3,2,4,324,9,Green,Casual Players,1,0
gottab22,27,1,1000,2,1,3,213,6,Green,Casual Players,1,0
gouriprasad41,38,1,1500,1,1,3,113,5,Green,Casual Players,1,0
goyourself01,31,4,15281,1,3,4,134,8,Amber,Casual Players,2,0
gracia,1,7,1530,4,3,3,433,10,Green,Casual Players,1,0
gracias1134,1,29,5421,4,4,3,443,11,Green,Loyal Customers,1,2
grandmax,15,8,2289,3,3,3,333,9,Amber,Casual Players,2,0
grapeflavoured,14,7,2750,3,3,3,333,9,Amber,Casual Players,2,0
greatsnob,1,33,753649,4,4,4,444,12,Green,VIP,1,3
greeny,18,1,350,2,1,2,212,5,Green,Casual Players,1,0
grodno1128,10,2,2,3,2,1,321,6,Green,Casual Players,1,0
grunt,14,9,29886,3,3,4,334,10,Amber,Casual Players,2,0
gsd007,1,8,136,4,3,2,432,9,Green,Casual Players,1,0
gskmr1,22,17,2392,2,4,3,243,9,Amber,Casual Players,2,0
gsmfast,1,17,495257,4,4,4,444,12,Green,VIP,1,3
guanet1,1,8,557,4,3,2,432,9,Green,Casual Players,1,0
gucci79,1,18,4382,4,4,3,443,11,Green,Loyal Customers,1,2
guga999,6,1,7,3,1,1,311,5,Green,Casual Players,1,0
gugu8916,11,4,352,3,3,2,332,8,Green,Casual Players,1,0
gul,4,20,20165,4,4,4,444,12,Green,VIP,1,3
gulangan,6,1,17,3,1,1,311,5,Green,Casual Players,1,0
gundala,11,11,7654,3,4,4,344,11,Amber,Loyal Customers,2,2
gurd,22,1,1,2,1,1,211,4,Green,Casual Players,1,0
gygol,7,9,152,3,3,2,332,8,Green,Casual Players,1,0
h3ll0,29,1,4000,1,1,3,113,5,Green,Casual Players,1,0
hadjaak,29,1,23188,1,1,4,114,6,Green,Casual Players,1,0
haihb,15,5,564,3,3,2,332,8,Green,Casual Players,1,0
haihien999,5,8,20968,4,3,4,434,11,Green,Casual Players,1,0
halal,39,1,15,1,1,1,111,3,Green,Casual Players,1,0
hallodoei,1,1,300,4,1,2,412,7,Green,New,1,1
halyahs185,5,1,100,4,1,1,411,6,Green,New,1,1
hamed22,29,52,37726,1,4,4,144,9,Red,Casual Players,3,0
hamester,11,1,20,3,1,1,311,5,Green,Casual Players,1,0
hardkill,37,8,14480,1,3,4,134,8,Amber,Casual Players,2,0
haridiem,21,2,408,2,2,2,222,6,Green,Casual Players,1,0
harlon4ik,37,1,12,1,1,1,111,3,Green,Casual Players,1,0
hashak47,4,1,100,4,1,1,411,6,Green,New,1,1
headend,1,3,7000,4,2,4,424,10,Green,New,1,1
hear_me_ROAR,34,6,4200,1,3,3,133,7,Amber,Casual Players,2,0
hedgehog,14,2,12500,3,2,4,324,9,Green,Casual Players,1,0
henly,24,2,475,2,2,2,222,6,Green,Casual Players,1,0
henryhouse,21,1,10,2,1,1,211,4,Green,Casual Players,1,0
hephep02,3,2,6269,4,2,4,424,10,Green,New,1,1
hesh,5,10,1240,4,3,3,433,10,Green,Casual Players,1,0
hide12130725,17,1,5000,2,1,3,213,6,Green,Casual Players,1,0
hiepvipqua78,27,1,200,2,1,2,212,5,Green,Casual Players,1,0
highlite,7,3,3110,3,2,3,323,8,Green,Casual Players,1,0
hindoong,1,3,2064000,4,2,4,424,10,Green,New,1,1
hjvfy,27,4,1300,2,3,3,233,8,Amber,Casual Players,2,0
hkabay,6,27,70426,3,4,4,344,11,Amber,Loyal Customers,2,2
hoaithuong,5,74,58102,4,4,4,444,12,Green,VIP,1,3
honda,1,10,1653,4,3,3,433,10,Green,Casual Players,1,0
hoof24,7,4,41,3,3,1,331,7,Green,Casual Players,1,0
hopenotlate,33,2,15600,1,2,4,124,7,Green,Casual Players,1,0
hops778,1,2,1400,4,2,3,423,9,Green,New,1,1
horobet,36,2,150000,1,2,4,124,7,Green,Casual Players,1,0
hot01058,2,59,93426,4,4,4,444,12,Green,VIP,1,3
hotg,1,128,4111,4,4,3,443,11,Green,Loyal Customers,1,2
hothefa2009,8,1,30,3,1,1,311,5,Green,Casual Players,1,0
hplaser,30,38,414,1,4,2,142,7,Green,Casual Players,1,0
href404,15,6,12,3,3,1,331,7,Green,Casual Players,1,0
htmland,22,1,50,2,1,1,211,4,Green,Casual Players,1,0
hungre,4,1,10,4,1,1,411,6,Green,New,1,1
hungrygnome,8,3,166,3,2,2,322,7,Green,Casual Players,1,0
huntercrazy,4,3,12200,4,2,4,424,10,Green,New,1,1
hunterz_03,16,1,69,2,1,1,211,4,Green,Casual Players,1,0
hydraow,33,5,80,1,3,1,131,5,Green,Casual Players,1,0
iFF,26,1,5023,2,1,3,213,6,Green,Casual Players,1,0
iHaveDreams,21,1,50000,2,1,4,214,7,Green,Casual Players,1,0
iLikeLosingBits,26,2,4500,2,2,3,223,7,Green,Casual Players,1,0
iWin,37,2,21,1,2,1,121,4,Green,Casual Players,1,0
iamg0d,26,5,105,2,3,2,232,7,Green,Casual Players,1,0
iboby,1,171,2584,4,4,3,443,11,Green,Loyal Customers,1,2
ice9,1,2,150,4,2,2,422,8,Green,New,1,1
icedioxis,12,1,500,3,1,2,312,6,Green,Casual Players,1,0
icedteablack,15,4,212500,3,3,4,334,10,Amber,Casual Players,2,0
icode15,23,12,2731,2,4,3,243,9,Amber,Casual Players,2,0
idbricco,30,4,310,1,3,2,132,6,Green,Casual Players,1,0
idg0d,8,1,13,3,1,1,311,5,Green,Casual Players,1,0
idoublebits,10,21,2089,3,4,3,343,10,Amber,Loyal Customers,2,2
idoublemyfunds,32,1,100,1,1,1,111,3,Green,Casual Players,1,0
ig049,10,1,8,3,1,1,311,5,Green,Casual Players,1,0
iggytoad_,4,15,781,4,4,2,442,10,Green,Loyal Customers,1,2
iggytoad__,5,5,24,4,3,1,431,8,Green,Casual Players,1,0
igogor1987,19,10,1164,2,3,3,233,8,Amber,Casual Players,2,0
igorka13,30,2,2,1,2,1,121,4,Green,Casual Players,1,0
igorvip,9,3,3,3,2,1,321,6,Green,Casual Players,1,0
igorvip2,26,3,12,2,2,1,221,5,Green,Casual Players,1,0
igoryan911,14,1,5,3,1,1,311,5,Green,Casual Players,1,0
igsx,23,1,50,2,1,1,211,4,Green,Casual Players,1,0
ihatemylife22,29,1,50,1,1,1,111,3,Green,Casual Players,1,0
ikbenclen,17,12,5462,2,4,4,244,10,Red,Casual Players,3,0
ikeogor,22,1,2000,2,1,3,213,6,Green,Casual Players,1,0
ikingpin19,29,2,5595,1,2,4,124,7,Green,Casual Players,1,0
ikson21,29,4,52,1,3,1,131,5,Green,Casual Players,1,0
ilie1981,1,9,22,4,3,1,431,8,Green,Casual Players,1,0
iliketobust,30,1,16000,1,1,4,114,6,Green,Casual Players,1,0
iliketorun,10,5,1463,3,3,3,333,9,Amber,Casual Players,2,0
ilja704,1,2,24,4,2,1,421,7,Green,New,1,1
illusi0n555,21,20,107687,2,4,4,244,10,Red,Casual Players,3,0
illustrious,37,2,150000,1,2,4,124,7,Green,Casual Players,1,0
ilman,3,6,72339,4,3,4,434,11,Green,Casual Players,1,0
ilovediemtran,14,3,175,3,2,2,322,7,Green,Casual Players,1,0
ilovesex,36,4,5,1,3,1,131,5,Green,Casual Players,1,0
iluvyou,31,7,1429,1,3,3,133,7,Amber,Casual Players,2,0
ilya88,7,14,426,3,4,2,342,9,Green,Loyal Customers,1,2
ilyaaa,1,18,289,4,4,2,442,10,Green,Loyal Customers,1,2
imgay223,8,5,8050,3,3,4,334,10,Amber,Casual Players,2,0
imloser1,25,7,1032,2,3,3,233,8,Amber,Casual Players,2,0
immaybemarc,24,1,1,2,1,1,211,4,Green,Casual Players,1,0
imnotcreative,13,8,2100,3,3,3,333,9,Amber,Casual Players,2,0
impala_67,2,1,9000,4,1,4,414,9,Green,New,1,1
impressivestats,28,1,202,2,1,2,212,5,Green,Casual Players,1,0
imsorry,6,5,369052,3,3,4,334,10,Amber,Casual Players,2,0
inSANE420_,28,1,777,2,1,2,212,5,Green,Casual Players,1,0
inazuma,1,24,4707,4,4,3,443,11,Green,Loyal Customers,1,2
indie168,2,28,161570,4,4,4,444,12,Green,VIP,1,3
indrux,29,3,20,1,2,1,121,4,Green,Casual Players,1,0
infurioushf,27,7,190,2,3,2,232,7,Green,Casual Players,1,0
innocentmobi,9,10,2445,3,3,3,333,9,Amber,Casual Players,2,0
inside,31,2,1245000,1,2,4,124,7,Green,Casual Players,1,0
interestingpw,1,202,5270,4,4,3,443,11,Green,Loyal Customers,1,2
iokii,31,2,9,1,2,1,121,4,Green,Casual Players,1,0
ipangrazio,12,1,100,3,1,1,311,5,Green,Casual Players,1,0
ipinupin,25,11,5022,2,4,3,243,9,Amber,Casual Players,2,0
iraniraniran,24,1,1004,2,1,3,213,6,Green,Casual Players,1,0
ishhol270,22,1,1000,2,1,3,213,6,Green,Casual Players,1,0
ishpish2,4,4,260,4,3,2,432,9,Green,Casual Players,1,0
ishtiaq,5,1,3,4,1,1,411,6,Green,New,1,1
iupgrade,10,2,120,3,2,2,322,7,Green,Casual Players,1,0
iyezz,1,5,500,4,3,2,432,9,Green,Casual Players,1,0
j7P1w5eV,4,7,3255,4,3,3,433,10,Green,Casual Players,1,0
jack7878,41,1,1,1,1,1,111,3,Green,Casual Players,1,0
jackie,3,3,430,4,2,2,422,8,Green,New,1,1
jacobzuc,29,8,1567,1,3,3,133,7,Amber,Casual Players,2,0
jadlejadlehano,20,1,23000,2,1,4,214,7,Green,Casual Players,1,0
jahkri22,33,3,7,1,2,1,121,4,Green,Casual Players,1,0
jakehorst,8,2,5100,3,2,3,323,8,Green,Casual Players,1,0
jakir,1,11,816,4,4,2,442,10,Green,Loyal Customers,1,2
jamesbrownj,30,35,471,1,4,2,142,7,Green,Casual Players,1,0
jameson,12,30,400,3,4,2,342,9,Green,Loyal Customers,1,2
janish,35,6,8083,1,3,4,134,8,Amber,Casual Players,2,0
